spec_id,hyptan_modellm,tidied_sa,empty,D_sass,C_sass,D_error,C_error,D_sa_fs,C_sa_fs,data,k2,aelm,tidied_ae,seam,vintage,A_ae_fs,B_ae_fs,A_error,B_error,ct_mm,use_fs,use_fs_lo,use_fs_hi,t_20,t_20_error_dist,t_20_lo,t_20_hi,t_20_lo_dist,t_20_hi_dist,n
14035_300B_1950__Base_Transverse,,,FALSE,78.2337977506411,47.773170077777664,37.45071020602482,47.77317007777775,78.2337977506411,47.773170077777664,,,,,,1950,17.099999999999984,4.899999999999972,8.401123588605303,12.888366847665377,10,21.999999999999957,0.7105095637292766,43.28949043627064,106.50771473544862,37.45071020602482,69.05700452942379,143.95842494147342,69.05700452942379,143.95842494147342,6
14038_300B_1957__Base_Transverse,,,FALSE,53.63054863228404,33.251451968143684,5.67773594497301,13.037666840967724,60.44873045046586,34.7666034832952,,,,,,1950,21.78812028477316,13.34990968016155,2.877159739489342,7.214780705117682,7.5,35.13802996493471,25.046089520327683,45.229970409541735,55.79200464403381,35,50.1142686990608,61.46974058900682,20.79200464403381,90.79200464403381,6
14077_132_1959__Base_Transverse,,,FALSE,47.53039190669323,10.762982718795007,6.01748573797687,7.813525779043256,55.71221008851141,12.581164536976825,,,,,,1950,17.204882840349182,7.54186536542087,0.2626561913339501,0.4632569645551731,7,24.746748205770054,24.02083504988093,25.472661361659178,60.37495957843576,35,54.35747384045889,66.39244531641262,25.374959578435757,95.37495957843575,6
14081_132_1959__Base_Transverse,,,FALSE,47.53039190669323,10.762982718795007,6.01748573797687,7.813525779043256,55.71221008851141,12.581164536976825,,,,,,1950,17.204882840349182,7.54186536542087,0.2626561913339501,0.4632569645551731,7,24.746748205770054,24.02083504988093,25.472661361659178,60.37495957843576,35,54.35747384045889,66.39244531641262,25.374959578435757,95.37495957843575,6
14082_300A_1950__Base_Transverse,,,FALSE,79.47746673473821,67.53742797129958,35.242511551051884,61.47069270295512,79.47746673473821,67.53742797129958,,,,,,1950,24.494923857868006,20.271573604060876,2.7800035888707804,5.389489773203079,10,44.76649746192888,36.59700409985501,52.935990824002744,64.50203353864815,35.242511551051884,29.259521987596266,99.74454508970004,29.259521987596266,99.74454508970004,6
14084_300A_1957__Base_Transverse,,,FALSE,42.387748986703315,16.349891237382973,3.525672204326913,9.624297663533689,42.387748986703315,16.349891237382973,,,,,,1950,24.845948827292112,16.873134328358212,0.806195130121411,2.3864974192435513,10,41.719083155650324,38.52639060628536,44.91177570501529,37.692075099073044,35,34.16640289474613,41.21774730339996,2.692075099073044,72.69207509907304,6
14090_131_2010__Base_Transverse,,,FALSE,7.584302106671913,102.54556779630984,6.894019816911477,20.524368508872374,10.31157483394464,103.15162840237045,,,,,,2010,74.73180076628348,30.74233716475108,10.293588514426741,32.0285326911875,9,105.47413793103456,63.15201672542032,147.7962591366488,-173.3333557443828,35,-180.22737556129428,-166.43933592747132,-208.3333557443828,-138.3333557443828,6
14100_300B_1957__Base_Transverse,,,FALSE,60.966786873475606,41.18804806932759,10.759122767183616,21.17319676588242,60.966786873475606,41.18804806932759,,,,,,1950,25.1857142857143,24.920000000000023,1.805137226961779,3.9231237553765723,10,50.10571428571433,44.37745330337598,55.833975268052676,52.39578168592347,35,41.636658918739855,63.15490445310708,17.395781685923467,87.39578168592347,6
14102_132_1944__Base_Transverse,,,FALSE,8.540314898562256,49.07048819459407,22.32638887679147,33.30426119553876,17.628550192679903,51.14107642988819,,,,,,1940,-2.396849297693881,53.942117878154185,8.849753005542095,15.272664492178086,6.67,51.5452685804603,27.422851082740117,75.66768607818048,38.86240282540942,35,16.53601394861795,61.18879170220089,3.8624028254094185,73.86240282540942,6
14103_300A_1950__Base_Transverse,,,FALSE,85.67939754496082,83.10048216334394,32.387927184406934,59.84561373005657,88.40667027223355,83.70654276940455,,,,,,1950,31.66666666666672,28.923611111111196,5.21141883913321,10.591060421900156,9,60.590277777777914,44.787798516744544,76.39275703881128,54.64268663415435,35,22.254759449747418,87.03061381856128,19.64268663415435,89.64268663415436,6
14105_300A_1950__Base_Transverse,,,FALSE,54.10143427874442,42.92385768808008,10.36950642710378,31.703795563332452,59.555979733289874,44.135978900201295,,,,,,1950,30.561503984063748,20.437001992031867,2.3575217371281845,7.562465269025581,8,50.998505976095615,41.078518969941854,60.918492982249376,36.74723718011243,35,26.37773075300865,47.11674360721621,1.7472371801124282,71.74723718011242,6
14109_300B_1957__Base_Transverse,,,FALSE,82.0764378384407,36.668312036628784,6.823861996760105,5.963485658048787,82.0764378384407,36.668312036628784,,,,,,1950,15.166092943201381,7.885542168674703,8.46283059823965,10.621735877152242,10,23.051635111876084,3.9670686364841927,42.136201587267976,104.55443726109088,35,97.73057526433078,111.37829925785098,69.55443726109088,139.55443726109087,6
14110_300B_1953__Base_Transverse,,,FALSE,75.22639140244641,37.683203267097745,18.708450076885995,20.275707506895078,75.22639140244641,37.683203267097745,,,,,,1950,25.19867060561302,19.03545051698673,8.474329749219264,11.829508786685352,10,44.23412112259975,23.930282586695135,64.53795965850438,64.93493226544393,35,46.22648218855794,83.64338234232993,29.934932265443933,99.93493226544393,6
14114_132_1944__Base_Transverse,,,FALSE,82.63354684862897,70.67238837925947,29.6969512037915,50.022599648583416,82.63354684862897,70.67238837925947,,,,,,1940,25.99999999999998,14.699999999999946,11.348109615118082,21.415881957089752,10,40.699999999999925,7.936008427792089,73.46399157220776,53.78767404076795,35,24.090722836976454,83.48462524455945,18.787674040767953,88.78767404076795,6
14127_300A_1957__Base_Transverse,,,FALSE,73.932731486819,50.03469521589421,17.992199594359736,26.873609925262286,73.932731486819,50.03469521589421,,,,,,1950,25.400709219858168,16.159574468085122,4.750253806037071,8.23110985580178,10,41.56028368794329,28.578920026104438,54.54164734978214,57.21058077060066,35,39.218381176240925,75.20278036496039,22.210580770600657,92.21058077060066,6
14152_021F_1960__Base_Transverse,,,FALSE,69.21044832965869,35.63150576728441,5.9525247511958375,7.209733195089941,77.39226651147688,37.44968758546623,,,,,,1960,18.369272237196764,11.226415094339618,4.920194948076408,7.537729945448376,7,29.595687331536382,17.1377624380116,42.053612225061165,82.83213709712084,35,76.879612345925,88.78466184831667,47.832137097120835,117.83213709712084,6
14165_147_1957__Base_Transverse,,,FALSE,93.32669719158937,46.63350659356081,11.940104019084668,10.512568030027525,107.32669719158937,52.63350659356081,,,,,,1950,21.74550128534705,14.485861182519281,9.505234812196546,11.849993552559278,5,36.23136246786633,14.876134103110507,57.58659083262216,100.98452310516029,35,89.04441908607562,112.92462712424496,65.98452310516029,135.9845231051603,6
14181_138_1985__Base_Transverse,,,FALSE,106.18056384883246,54.33289639511128,32.745251196363256,27.166448197555617,108.9078365761052,54.938957001171886,,,,,,1980,17.15277777777777,15.312499999999993,6.592377607163601,7.934749541690135,9,32.465277777777764,17.938150628924028,46.992404926631494,119.12324354684466,35,86.3779923504814,151.86849474320792,84.12324354684466,154.12324354684466,6
14176_132_1944__Base_Transverse,,,FALSE,87.64721767384988,56.51068263846199,23.539662894312727,28.25534131923101,87.64721767384988,56.51068263846199,,,,,,1940,42.68750000000003,33.68750000000002,10.228843129642492,15.132799727881448,10,76.37500000000006,51.013357142476124,101.73664285752399,49.58900283570199,35,26.049339941389263,73.12866573001472,14.58900283570199,84.58900283570199,6
14187_132_1948__Base_Transverse,,,FALSE,91.73033786211292,55.951733221640374,50.889755153705714,55.95173322164026,97.18488331665837,57.163854433761585,,,,,,1940,29.550000000000026,26.95000000000003,9.999421858287626,13.91332544721069,8,56.50000000000006,32.58725269450174,80.41274730549839,76.92830410172613,50.889755153705714,26.038548948020413,127.81805925543185,26.038548948020413,127.81805925543185,6
14208_210B_1949__Base_Transverse,,,FALSE,59.816321370751325,36.71939822537285,10.864736138057841,20.182521854561227,66.63450318893314,38.234549740524365,,,,,,1940,20.672485453034085,17.066500415627594,0.9470930062432156,1.9640020253061359,7.5,37.73898586866168,34.82789083711233,40.65008090021103,65.12791555364579,35,54.26317941558795,75.99265169170363,30.127915553645792,100.12791555364579,6
14226_103_1958__Base_Transverse,,,FALSE,40.99999999999992,-9.573101283836944e-14,39.39272125340464,44.0024453069167,54.99999999999992,5.999999999999904,,,,,,1950,39.89999999999986,39.199999999999775,33.44088067022153,47.15852255955428,5,79.09999999999962,-1.4994032297761848,159.69940322977544,51.954081632653036,39.39272125340464,12.561360379248399,91.34680288605767,12.561360379248399,91.34680288605767,6
14229_300A_1950__Base_Transverse,,,FALSE,90.64628684470794,104.16643026455453,25.026255200623925,52.08321513227731,93.37355957198068,104.77249087061514,,,,,,1950,34.44444444444449,35.38888888888897,6.506318154373171,14.62798719097262,9,69.83333333333346,48.69902798798767,90.96763867867925,50.60927758397445,35,25.583022383350528,75.63553278459838,15.609277583974453,85.60927758397446,6
14251_0813-01_1981__Base_Transverse,,,FALSE,101.8570120742889,40.43511574482734,2.271592028622329e-14,1.4930708473205933e-14,104.58428480156164,41.04117635088795,,,,,,1980,9.259259259259256,4.537037037037031,4.0782806565824545,4.537037037037039,9,13.796296296296287,5.180978602676794,22.41161398991578,201.74298799958225,35,201.74298799958223,201.74298799958228,166.74298799958225,236.74298799958225,6
14257_057A_1949__Base_Transverse,,,FALSE,82.99787075656992,61.57534255817144,19.547146557847146,28.309065412915142,96.99787075656992,67.57534255817144,,,,,,1940,25.647058823529406,14.411764705882332,11.006176309464486,18.572733670253264,5,40.05882352941174,10.47991354969399,69.63773350912949,70.5193691827558,35,50.97222262490865,90.06651574060294,35.519369182755796,105.5193691827558,6
14292_151_1948__Base_Transverse,,,FALSE,-13.038243942368604,40.31988609054562,17.091818677351004,12.627658722310759,5.6676384105725734,53.37870961995739,,,,,,1940,-40.96698113207546,85.5188679245283,11.325507551828071,13.087566768688674,4,44.551886792452834,20.13881247193609,68.96496111296958,43.72168263770711,35,26.629863960356108,60.81350131505812,8.721682637707111,78.72168263770712,6
14314_119B_2008__Base_Transverse,,,FALSE,60.0839036119847,-20.751057677104313,9.699283156067228,9.985869936109376,71.14272714139646,-17.1039988535749,,,,,,2000,139.4247311827957,-53.21505376344087,14.327106550107144,20.201379676573843,6,86.20967741935485,51.68119119267386,120.73816364603584,32.75809120136219,35,23.058808045294963,42.457374357429416,-2.241908798637809,67.75809120136219,6
14330_021A_1971__Base_Transverse,,,FALSE,33.06052516544213,67.36511355849164,3.368663583247593,20.538485628451255,42.06052516544213,69.36511355849164,,,,,,1970,19.644259903490077,15.121759622937955,1.225261427954658,7.645389311106863,6.7,34.76601952642803,25.895368787366515,43.63667026548955,43.69234267921143,35,40.32367909596383,47.061006262459024,8.692342679211428,78.69234267921144,6
14349_187_1952__Base_Transverse,,,FALSE,2.8369612696088686,132.76496409401054,10.959381087890824,37.345786106590744,21.542843622550045,145.8237876234223,,,,,,1950,11.1923076923077,22.6153846153846,4.201119884509806,14.779518652433618,4,33.8076923076923,14.827053770748874,52.78833084463572,78.33476091126383,35,67.37537982337301,89.29414199915465,43.33476091126383,113.33476091126383,6
14388_0402-01_1954__Base_Transverse,,,FALSE,49.62405413972855,15.277666611395665,7.110453058117672,10.786268011853709,58.62405413972855,17.277666611395667,,,,,,1950,15.65226912839864,9.88469054277147,1.1452782856071064,2.0611060711158955,6.7,25.53695967117011,22.33057531444711,28.74334402789311,66.22354794184197,35,59.1130948837243,73.33400099995964,31.22354794184197,101.22354794184197,6
14391_0402-01_1954__Base_Transverse,,,FALSE,36.21038383480465,7.124205705847014,3.650798536750592e-15,2.551126997288626e-15,45.21038383480465,9.124205705847015,,,,,,1950,21.072718598786892,0.3339467048320025,0.25884453097298393,0.33394670483200484,6.7,21.406665303618894,20.813874067813906,21.999456539423882,15.90120060826722,35,15.901200608267217,15.901200608267224,-19.09879939173278,50.90120060826722,6
14394_0402-01_1954__Base_Transverse,,,FALSE,65.72411472064951,14.481014651630955,3.504999412216287,1.9366379784152905,74.72411472064951,16.481014651630957,,,,,,1950,18.10179869881362,7.500956754688094,4.611200288508069,5.154539498794886,6.7,25.602755453501715,15.83701566619876,35.36849524080467,78.89482046922552,35,75.38982105700923,82.39981988144181,43.89482046922552,113.89482046922552,6
14400_300A_1950__Base_Transverse,,,FALSE,82.27340704410696,43.42199150070043,15.58103648115727,16.146836046391357,82.27340704410696,43.42199150070043,,,,,,1950,46.758354755784055,44.339331619537276,16.75817119010656,22.820006672119238,10,91.09768637532133,51.51950851309553,130.67586423754713,56.068658114909915,35,40.487621633752646,71.64969459606718,21.068658114909915,91.06865811490991,6
14423_119B_1948__Base_Transverse,,,FALSE,31.757912347747652,14.262745752591968,6.90905122534076,9.148076382923,42.81673587715942,17.90980457612138,,,,,,1940,127.75066763777623,18.319980577810075,6.824025670622996,11.864114737970391,6,146.07064821558632,127.38250780699292,164.75878862417972,-62.52144350260615,35,-69.43049472794691,-55.612392277265386,-97.52144350260615,-27.521443502606147,6
14434_119B_1948__Base_Transverse,,,FALSE,45.98679169173465,-6.502883333462692,15.559003902873485,19.44624898996575,54.98679169173465,-4.502883333462692,,,,,,1940,150.19596975335517,12.80335721920912,21.08777109189648,32.96835804767121,6.7,162.9993269725643,108.94319783299659,217.055456112132,100.77613055410919,35,85.2171266512357,116.33513445698267,65.77613055410919,135.7761305541092,6
14435_119B_1948__Base_Transverse,,,FALSE,25.64451329577067,10.256318070490247,8.316740766187138,5.131980667507783,34.644513295770665,12.256318070490247,,,,,,1940,139.68513596401576,24.3173918700394,26.34589134236781,31.163794697287006,6.7,164.00252783405517,106.49284179440035,221.51221387371,-25.678530496280203,35,-33.99527126246734,-17.361789730093065,-60.6785304962802,9.321469503719797,6
14436_119B_1948__Base_Transverse,,,FALSE,46.828426455055855,-9.981313211995095,3.9346731116057563,4.404552830932997,55.828426455055855,-7.981313211995095,,,,,,1940,155.85008710391264,16.841659211827366,6.014271272816123,11.193354492196217,6.7,172.69174631574,155.48412055072765,189.89937208075236,120.20819340175308,35,116.27352029014732,124.14286651335884,85.20819340175308,155.20819340175308,6
14460_7224-01_1963__Base_Transverse,,,FALSE,34.155961616226286,8.105504386776316,0.7443332806184628,0.5365318180718904,52.86184396916747,21.16432791618808,,,,,,1960,53.12201814836761,0.5806230315881283,1.3573154419540505,1.9129061195454942,4,53.702641179955734,50.43241961845619,56.97286274145528,-1154.4709954130135,35,-1155.215328693632,-1153.726662132395,-1189.4709954130135,-1119.4709954130135,6
14473_0613-01_1943__Base_Transverse,,,FALSE,40.801292885897915,13.452140151610093,3.3829994816696054,7.658303668019068,59.507175238839096,26.510963681021856,,,,,,1940,18.086398334489946,12.475277585010405,0.8706543876256986,2.382401557560205,4,30.561675919500352,27.30861997431445,33.81473186468626,63.57373198746295,35,60.19073250579334,66.95673146913255,28.57373198746295,98.57373198746295,6
14475_0613-01_1951__Base_Transverse,,,FALSE,82.55119130902325,40.095674044529446,12.922522560784326,12.262278056729462,82.55119130902325,40.095674044529446,,,,,,1950,7.633946830265853,3.006134969325156,2.1144981665222002,2.74969617164253,10,10.640081799591009,5.775887461426279,15.504276137755738,247.48897426634932,35,234.566451705565,260.41149682713365,212.48897426634932,282.4889742663493,6
14483_7224-01_2016__Base_Transverse,,,FALSE,28.143717916241414,7.571956115149565,13.471599348895896,7.5719561151495665,37.143717916241414,9.571956115149565,,,,,,2010,11.380597014925415,45.70895522388056,5.182404643422883,5.781776318964569,6.7,57.08955223880597,46.12537127641852,68.05373320119342,38.94871535509818,35,25.477116006202284,52.42031470399408,3.94871535509818,73.94871535509819,6
14484_7224-01_2016__Base_Transverse,,,FALSE,13.982779609494774,14.888000033739864,27.315383900453128,14.888000033739885,22.982779609494774,16.888000033739864,,,,,,2010,4.378109452736174,53.63184079602003,31.499610155752308,33.514359560125065,6.7,58.009950248756205,-7.004019467121168,123.02391996463356,27.90191876589028,35,0.5865348654371516,55.21730266634341,-7.098081234109721,62.90191876589028,6
14478_1615-01_1966__Base_Transverse,,,FALSE,63.749563167795145,48.87292039231347,11.068129078839782,22.842846448186233,77.74956316779515,54.87292039231347,,,,,,1960,21.248226950354614,11.468085106382976,3.9654563510685312,8.94056481776182,5,32.71631205673759,19.810290887907243,45.62233322556794,71.7770004040059,35,60.70887132516612,82.84512948284569,36.7770004040059,106.7770004040059,6
14479_1615-01_1966__Base_Transverse,,,FALSE,65.30817724901686,35.035459503139265,13.065343889825302,18.240826249829198,79.30817724901686,41.035459503139265,,,,,,1960,15.833962264150946,13.313207547169808,3.9279230600511714,6.532170301133053,5,29.147169811320754,18.68707645013653,39.607263172504986,92.14920539285636,35,79.08386150303106,105.21454928268166,57.14920539285636,127.14920539285636,6
14500_402_1962__Base_Transverse,,,FALSE,36.33632062032223,-4.121056906208587,59.58418152898183,52.501379277860245,43.15450243850405,-2.6059053910570715,,,,,,1960,18.333333333333407,16.33333333333342,10.249119203348439,12.651745597610969,7.5,34.66666666666683,11.76580186570742,57.56753146762624,42.888593725130896,59.58418152898183,-16.695587803850934,102.47277525411272,-16.695587803850934,102.47277525411272,6
14501_402_1962__Base_Transverse,,,FALSE,51.569767395205005,20.81038796156265,6.758490985424149,11.562479997402265,54.29704012247773,21.416448567623256,,,,,,1960,42.85095695851736,22.957478132848326,4.03444654544805,8.286293594118655,9,65.80843509136568,53.48769495179898,78.12917523093239,32.979962454315675,35,26.221471468891526,39.73845343973982,-2.0200375456843247,67.97996245431568,6
14503_402_1962__Base_Transverse,,,FALSE,63.925679070790196,26.64917165801343,16.423133454502167,18.610701848300945,66.65295179806293,27.255232264074035,,,,,,1960,87.68099758049517,94.66219988833068,9.310600374980178,13.518972397883992,9,182.34319746882585,159.51362469596168,205.17277024169002,47.16617343144242,35,30.74303997694025,63.58930688594458,12.166173431442417,82.16617343144242,6
14504_402_1962__Base_Transverse,,,FALSE,57.13806133550147,18.906701728697332,14.778207974358711,16.694701648708087,63.95624315368329,20.421853243848847,,,,,,1960,17.68309178743961,11.078260869565208,7.035224019055559,10.267101058194866,7.5,28.76135265700482,11.459027579754396,46.06367773425525,68.22727089472198,35,53.449062920363275,83.00547886908069,33.22727089472198,103.22727089472198,6
14505_402_1962__Base_Transverse,,,FALSE,85.88219324488598,45.13698687337264,32.289030619056255,32.259908837901705,92.7003750630678,46.65213838852416,,,,,,1960,11.500000000000034,8.166666666666707,8.173608161049218,10.80348452018041,7.5,19.666666666666742,0.6895739854371143,38.64375934789637,141.25668236540884,35,108.96765174635257,173.5457129844651,106.25668236540884,176.25668236540884,6
14506_402_1962__Base_Transverse,,,FALSE,99.32851776711374,48.66029670242937,16.964151611909084,14.027495496521373,104.78306322165919,49.87241791455058,,,,,,1960,9.709915611814345,6.2025316455696196,3.8881540312044627,4.694774283252433,8,15.912447257383965,7.329518942927069,24.49537557184086,187.52208307819677,35,170.5579314662877,204.48623469010585,152.52208307819677,222.52208307819677,6
14507_402_1962__Base_Transverse,,,FALSE,67.16675169132185,30.45836744637943,13.750626111317578,15.561904217252502,73.98493350950366,31.973518961530946,,,,,,1960,8.64900662251656,3.8940397350993394,1.4081895546171914,2.039471686784271,7.5,12.543046357615898,9.095385116214436,15.99070759901736,167.18665374770774,35,153.43602763639015,180.93727985902532,132.18665374770774,202.18665374770774,6
14509_402_1962__Base_Transverse,,,FALSE,127.9193190713355,96.42036518015075,14.21643628056938,15.69452945176398,133.37386452588095,97.63248639227197,,,,,,1960,27.27564102564106,28.269230769230813,10.345466726460261,14.458103835522001,8,55.544871794871874,30.74130123288961,80.34844235685414,108.24622913920768,35,94.0297928586383,122.46266541977707,73.24622913920768,143.24622913920768,6
14511_402_1962__Base_Transverse,,,FALSE,60.0500686502051,13.845089301794092,10.308817583566974,7.115991914542606,66.86825046838692,15.360240816945607,,,,,,1960,10.171029668411876,6.499127399650966,2.1187953575862113,2.490229560731198,7.5,16.670157068062842,12.061132149745433,21.27918198638025,90.09834613998667,35,79.7895285564197,100.40716372355365,55.098346139986674,125.09834613998667,6
14512_402_1989__Base_Transverse,,,FALSE,93.57988521466889,45.94860181005237,22.45486747790632,19.457618427157012,101.76170339648708,47.76678362823419,,,,,,1980,21.20879120879122,18.84615384615385,8.289531868956674,10.216589363620901,7,40.054945054945065,21.548823822367492,58.561066287522635,98.6979446798073,35,76.24307720190099,121.15281215771363,63.69794467980731,133.6979446798073,6
14520_134A_1944__Base_Transverse,,,FALSE,63.43334316357401,39.31759125780708,9.046266145773588,15.108876824495153,77.43334316357401,45.31759125780708,,,,,,1940,16.85714285714287,7.000000000000008,2.4382161428355076,4.695742752749551,5,23.857142857142875,16.723183961557815,30.991101752727936,97.7800167895281,35,88.73375064375452,106.82628293530169,62.780016789528105,132.7800167895281,6
14521_118A_1950__Base_Transverse,,,FALSE,50.18483925436009,21.58079203315671,8.777778207320326,18.492322480451584,55.639384708905546,22.79291324527792,,,,,,1950,51.77622126436783,29.83297413793104,3.1421854803631137,7.354034254494869,8,81.60919540229887,71.11297566744089,92.10541513715684,31.361796722107503,35,22.584018514787175,40.13957492942783,-3.6382032778924973,66.3617967221075,6
14540_402_1962__Base_Transverse,,,FALSE,2.7729103680079885,-46.318003705465586,27.501921729968892,33.02244564434327,16.772910368007988,-40.318003705465586,,,,,,1960,-15.333333333333261,-48.999999999999886,33.236258647580804,49.16306201475521,5,-64.33333333333314,-146.73265399566915,18.065987329002873,45.84575657739134,35,18.34383484742245,73.34767830736024,10.845756577391342,80.84575657739134,6
14543_109_1993__Base_Transverse,,,FALSE,74.69213457290549,-19.532259677905387,18.653633034173314,10.641841927247487,77.41940730017822,-18.92619907184478,,,,,,1990,172.5089605734768,10.098566308243674,102.91716840840797,111.05537383589062,9,182.60752688172047,-31.36501536257812,396.58006912601905,363.2436381811011,35,344.5900051469278,381.89727121527443,328.2436381811011,398.2436381811011,6
14544_109_1996__Base_Transverse,,,FALSE,61.61783438657648,-29.85141813481404,16.571071609980137,23.35577179745959,64.34510711384921,-29.245357528753434,,,,,,1990,97.51584738667624,29.71295299605315,22.31315396944795,37.344307058511276,9,127.22880038272939,67.57133935477016,186.8862614106886,140.64108049854656,35,124.07000888856642,157.2121521085267,105.64108049854656,175.64108049854656,6
14545_109_1996__Base_Transverse,,,FALSE,44.70485349212724,-3.8102943178115267,16.236177073588035,16.053360403548872,51.52303531030906,-2.2951428026600116,,,,,,1990,159.55184411969358,9.820459290188198,37.87597586641703,51.47073825048803,7.5,169.3723034098818,80.02558929297672,258.71901752678684,84.1377431528695,35,67.90156607928147,100.37392022645754,49.137743152869504,119.1377431528695,6
14546_109_1981__Base_Transverse,,,FALSE,28.492174235063747,-27.229224003006422,38.47229257904806,83.19336309673028,36.67399241688193,-25.411042184824602,,,,,,1980,15.71428571428573,2.6730103609082487e-14,16.616420859405004,38.5681215513537,7,15.714285714285756,-39.470256696472944,70.89882812504446,-4074225378961333,38.47229257904806,-4074225378961371.5,-4074225378961294.5,-4074225378961371.5,-4074225378961294.5,6
14547_109_1983__Base_Transverse,,,FALSE,84.60325003245025,97.31936184961869,15.707477626219758,34.571989706201634,92.78506821426843,99.1375436678005,,,,,,1980,28.873706004140782,28.608695652173882,9.412461425396275,22.245862242077905,7,57.482401656314664,25.824077988840486,89.14072532378884,62.035067334242875,35,46.32758970802312,77.74254496046264,27.035067334242875,97.03506733424288,6
14548_109_1991__Base_Transverse,,,FALSE,111.292115051647,80.52247240245603,35.28980532120427,40.261236201228044,111.292115051647,80.52247240245603,,,,,,1990,24.187499999999964,21.43749999999994,14.295739367465382,20.371956252714142,10,45.6249999999999,10.957304379820378,80.29269562017942,95.56323560277085,35.28980532120427,60.273430281566576,130.85304092397513,60.273430281566576,130.85304092397513,6
14549_109_1991__Base_Transverse,,,FALSE,8.085792755426738,-24.26106944689636,33.159388392108845,24.261069446896396,16.267610937244918,-22.442887628714544,,,,,,1990,-10.714285714285701,-17.499999999999986,11.810579829896886,13.55544171172595,7,-28.214285714285687,-53.58030725590852,-2.8482641726628497,55.657168816213314,35,22.49778042410447,88.81655720832217,20.657168816213314,90.65716881621331,6
14550_109_1991__Base_Transverse,,,FALSE,55.053960207650256,-30.834614770679813,31.45887673330474,68.3460293910507,61.872142025832076,-29.319463255528298,,,,,,1990,50.793363499245864,94.30467571644043,12.641874962357251,29.525617900949346,7.5,145.0980392156863,102.9305463523797,187.26553207899292,71.44584431335153,35,39.98696758004679,102.90472104665628,36.44584431335153,106.44584431335153,6
14654_210B_1954__Base_Transverse,,,FALSE,68.67490666055441,16.012774838027415,1.065192157140018,0.5862585141781952,79.73373018996618,19.659833661556828,,,,,,1950,11.131498470948012,4.645259938837917,2.847376454763152,3.1467889908256863,6,15.776758409785929,9.78259296419709,21.770923855374768,117.26731650893579,35,116.20212435179577,118.33250866607581,82.26731650893579,152.26731650893578,6
14660_1501-01_1949__Base_Transverse,,,FALSE,33.42366304696946,4.844148845079768,8.579095618178899,4.844148845079776,47.42366304696946,10.844148845079769,,,,,,1940,36.931147540983666,73.25901639344258,5.1089247992252425,5.78360655737705,5,110.19016393442624,99.29763257782395,121.08269529102853,44.9174338742165,35,36.3383382560376,53.496529492395396,9.9174338742165,79.9174338742165,6
14876_111A_1942__Base_Transverse,,,FALSE,37.52370321870717,-10.309420813807748,NA,NA,59.28840910106011,7.337638009721662,,,,,,1940,27.18714121699196,-6.750861079219293,NA,NA,3.35,20.43628013777267,NA,NA,67.10024820664813,NA,NA,NA,NA,NA,2
14725_057A_1992__Base_Transverse,,,FALSE,61.51383416495841,12.851488513180868,1.2891500138403849,0.7403613298663402,61.51383416495841,12.851488513180868,,,,,,1990,28.981981981981974,7.063063063063045,5.677856723790661,6.615733117458577,10,36.04504504504502,23.751455203795786,48.33863488629426,45.170806042966895,35,43.88165602912651,46.45995605680728,10.170806042966895,80.17080604296689,6
14733_131_1944__Base_Transverse,,,FALSE,40.3172847572307,15.316462767263419,4.201587738643852,17.63068571667618,51.37610828664246,18.96352159079283,,,,,,1940,28.290811339198434,19.80780509812767,1.601871562321411,6.94227342786366,6,48.0986164373261,39.554471447141026,56.642761427511175,43.438682657846215,35,39.23709491920236,47.64027039649007,8.438682657846215,78.43868265784621,6
14742_300A_1950__Base_Transverse,,,FALSE,3.213506330962106,22.810627725216087,5.13967085372185,3.7894115606859446,15.742918095667989,27.634157136980793,,,,,,1950,38.19930902357498,28.420164968617478,1.0531910442283654,1.411769816338508,5.5,66.61947399219247,64.15451313162559,69.08443485275934,-1.953058190792273,35,-7.092729044514123,3.1866126629295772,-36.95305819079228,33.04694180920772,20
14855_220_1980__Base_Transverse,,,FALSE,50.439601007064766,28.500957739282182,3.00203510052921,6.876702718252982,69.14548336000594,41.559781268693946,,,,,,1980,37.188943388514204,13.451716738197407,4.632446098838159,12.200112395702776,4,50.64066012671161,33.808101632170676,67.47321862125254,16.039345209022095,35,13.037310108492886,19.041380309551304,-18.960654790977905,51.039345209022095,6
14869_DCUST1202_1959__Base_Longitudinal,,,FALSE,36.51163413809393,3.6736309784469254,5.392680965316045,3.8101007590958322,55.21751649103511,16.73245450785869,,,,,,1950,38.087092604561,33.837868156218285,1.7361366957721922,2.153458538104879,4,71.92496076077929,68.03536552690221,75.81455599465636,46.27364766371868,35,40.88096669840263,51.66632862903472,11.273647663718677,81.27364766371868,12
14782_109_1940__Base_Transverse,,,FALSE,82.80173146331016,21.621947315146986,8.93067228925215,4.530928535273972,93.86055499272193,25.2690061386764,,,,,,1940,62.36585365853649,53.382113821138084,28.398181525000794,30.000794614038583,6,115.74796747967457,57.348991340635195,174.14694361871392,73.80621582296214,35,64.87554353370999,82.7368881122143,38.806215822962145,108.80621582296214,6
